address,moniker,commission,rank,token,votingPower,timestamp,validatorAddress,q1,q3,median,safety,commissions,totalToken,,
cosmosvaloper13p5ckpmc9g2v8ez5qsxs00wadqvcc7q0qheh26,Cosmos Spaces,0.1,112,221889,0.000799,1.77E+12,cosmosvaloper1ukpah0340rx7k3x2njnavwyjv6pfpvn632df9q,5970,6144,6050,0.971239669,11,,,
cosmosvaloper16qnr6snzq49l6grkyu39lzchnfv3ajfdvejx55,StakeRelax,0.05,113,217825,0.000784,1.77E+12,cosmosvaloper16pp7hn3auelgc8z9tcax5jj8q490288cp53t0d,5966.5,6137,6054.5,0.971839128,73,,,
cosmosvaloper13ql36flc4cdjhx08hke5vpr4dyv03aafnmvtnc,TTT VN,0.1,114,208554,0.000751,1.77E+12,cosmosvaloper1ptyzewnns2kn37ewtmv6ppsvhdnmeapvtfc9y5,5971,6140,6049,0.972061498,11,,,
cosmosvaloper1uhnsxv6m83jj3328mhrql7yax3nge5svrv6t6c,S16 Research Ventures,0.1,115,204524,0.000737,1.77E+12,cosmosvaloper1vf44d85es37hwl9f4h9gv0e064m0lla60j9luj,5965,6129,6040,0.972847682,11,,,
cosmosvaloper1am8wmhwta4swx8f4quvffu7hqw48aujwypp0ew,Huginn,0.05,116,203986,0.000735,1.77E+12,cosmosvaloper1mnjg9xhraxljrccyw9y6u22ws0fa5asa38nd2q,5965.5,6142,6048,0.970816799,73,,,
cosmosvaloper1wlagucxdxvsmvj6330864x8q3vxz4x02rmvmsu,DSRV,0.1,117,195275,0.000703,1.77E+12,cosmosvaloper1x3mkgqpshvpq87d33ndsleu7gd7w47dl4ve0yy,5967,6142.5,6048,0.970982143,11,,,
cosmosvaloper1v78emy9d2xe3tj974l7tmn2whca2nh9zp7s0u9,a41,0.05,118,193708,0.000698,1.77E+12,cosmosvaloper15r4tc0m6hc7z8drq3dzlrtcs6rq2q9l2nvwher,5970,6146.5,6058,0.970864972,73,,,
cosmosvaloper15uarq305pfjftjv532jakjx0p52zflzxfr8e42,EthicalNode,0.05,120,191522,0.00069,1.77E+12,cosmosvaloper18al7yt9q5a7n7aqje9dat36efyxssyahmx2gzs,5969,6149,6056,0.970277411,73,,,
cosmosvaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgjkfg0gh,FreshSTAKING,0.05,121,185394,0.000668,1.77E+12,cosmosvaloper1lktjhnzkpkz3ehrg8psvmwhafg56kfss3q3t8m,5964,6134,6034,0.971826318,73,,,
cosmosvaloper14upntdx8lf0f49t987mj99zksxnluanvu6x4lu,Republic,0.05,122,176564,0.000636,1.77E+12,cosmosvaloper1fsg635n5vgc7jazz9sx5725wnc3xqgr7awxaag,5968,6139,6044,0.971707478,73,,,
cosmosvaloper1xqz9pemz5e5zycaa89kys5aw6m8rhgsvw4328e,Quokka Stake,0.05,123,176170,0.000634,1.77E+12,cosmosvaloper10jzj3jjd3frna0ay08sh4zu4fpy957s49jkk7m,5970,6142,6043,0.971537316,73,,,
cosmosvaloper1gjtvly9lel6zskvwtvlg5vhwpu9c9waw7sxzwx,EZ Staking,0.05,124,174118,0.000627,1.77E+12,cosmosvaloper1sdz4rc95vnzh2f54sacec50vjxnmwdakfym4vh,5960,6128,6041,0.972190035,73,,,
cosmosvaloper1ehlmvdvgkpfcx8f07l929udjerc9mtyhl07ynp,Commons Hub,0.1,125,173395,0.000624,1.77E+12,cosmosvaloper19j2hd230c3hw6ds843yu8akc0xgvdvyuz9v02v,5962,6148,6040,0.969205298,11,,,
cosmosvaloper1e0plfg475phrsvrlzw8gwppeva0zk5yg9fgg8c,Easy 2 Stake,0.05,126,171356,0.000617,1.77E+12,cosmosvaloper1gxju9ky3hwxvqqagrl3dxtl49kjpxq6wlqe6m5,5973,6127,6044,0.974520185,73,,,
cosmosvaloper16pp7hn3auelgc8z9tcax5jj8q490288cp53t0d,XPRV,0.05,127,164664,0.000593,1.77E+12,cosmosvaloper1de7qx00pz2j6gn9k88ntxxylelkazfk3g8fgh9,5974,6138,6047.5,0.972881356,73,,,
cosmosvaloper1my5hjhl3gv47jndnfhj6l726ppjtszza94l320,Defi Wallet,0.07,128,162921,0.000587,1.77E+12,cosmosvaloper1wwcp3ath738qcy3panwqxtva3w28kvqdjw5hee,5968,6139.5,6046,0.971634138,66,,,
cosmosvaloper1v5y0tg0jllvxf5c3afml8s3awue0ymju89frut,ZKV,0.05,130,161281,0.000581,1.77E+12,cosmosvaloper140kq2fts8ed9m73a6dch7sgdap6hnp2p95f92k,5965.5,6145,6049.5,0.970328126,73,,,
cosmosvaloper1fun809ksxh87nzf88yashp9ynjz6xkscrtvzvw,Tessellated,0.05,131,160632,0.000578,1.77E+12,cosmosvaloper1jx7uhnrg8pylqydtxwykc288mzh24866emytpa,5968,6138,6048,0.971891534,73,,,
cosmosvaloper140kq2fts8ed9m73a6dch7sgdap6hnp2p95f92k,Chiter in Cosmos,0.05,132,156765,0.000565,1.77E+12,cosmosvaloper10unx6s0cdqntvrumd5hs07rgd5ytcztqh8etw6,5973,6151,6045,0.970554177,73,,,
cosmosvaloper146kwpzhmleafmhtaxulfptyhnvwxzlvm87hwnm,KysenPool Sky,0.05,133,153209,0.000552,1.77E+12,cosmosvaloper1gjtvly9lel6zskvwtvlg5vhwpu9c9waw7sxzwx,5961,6139,6044,0.970549305,73,,,
cosmosvaloper18al7yt9q5a7n7aqje9dat36efyxssyahmx2gzs,Alessandro Mazza,0.1,134,152635,0.00055,1.77E+12,cosmosvaloper1gf4wlkutql95j7wwsxz490s6fahlvk2s9xpwax,5964,6156,6049,0.968259216,11,,,
cosmosvaloper1ulawrs2d3ajw083a9u6nxsyg5j93kdu6pudrag,NEOPIN,0.05,135,152350,0.000549,1.77E+12,cosmosvaloper1ualhu3fjgg77g485gmyswkq3w0dp7gys6qzwrv,5967,6142,6047,0.97106003,73,,,
cosmosvaloper1usvshtypjw57edkwxq3tagme665398f0hf4wuc,Kintsugi Nodes,0.1,136,150708,0.000543,1.77E+12,cosmosvaloper1am8wmhwta4swx8f4quvffu7hqw48aujwypp0ew,5963.5,6138,6041,0.971114054,11,,,
cosmosvaloper1v69lzl909kje64k8vae24uytpxcnpxgullz2dx,TerraBitcoin Club Autocompound through REStake,0.05,137,142868,0.000514,1.77E+12,cosmosvaloper15w6ra6m68c63t0sv2hzmkngwr9t88e23r8vtg5,5962,6133.5,6044.5,0.971627099,73,,,
cosmosvaloper1cgh5ksjwy2sd407lyre4l3uj2fdrqhpkzp06e6,HashKey Cloud,0.05,138,141562,0.00051,1.77E+12,cosmosvaloper1wlagucxdxvsmvj6330864x8q3vxz4x02rmvmsu,5958.5,6141.5,6044,0.969722038,73,,,
cosmosvaloper13x4pynlp86prhcmtns742kgsgu7pjtzj4djh7s,CryptoDungeon,0.05,139,138236,0.000498,1.77E+12,cosmosvaloper13x4pynlp86prhcmtns742kgsgu7pjtzj4djh7s,5969,6134,6046,0.972709229,73,,,
cosmosvaloper1wdrypwex63geqswmcy5qynv4w3z3dyef2qmyna,Stakeflow,0.07,140,136600,0.000492,1.77E+12,cosmosvaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgjkfg0gh,5959,6131,6040,0.971523179,66,,,
cosmosvaloper1gqem6t55xrjc8nqf7y8jyp9xzgnm60zu007nrl,Coinbase02,0.08,141,136016,0.00049,1.77E+12,cosmosvaloper16qnr6snzq49l6grkyu39lzchnfv3ajfdvejx55,5973,6141,6050,0.972231405,54,,,
cosmosvaloper15r4tc0m6hc7z8drq3dzlrtcs6rq2q9l2nvwher,DragonStake,0.09,142,135742,0.000489,1.77E+12,cosmosvaloper1uhnsxv6m83jj3328mhrql7yax3nge5svrv6t6c,5974,6141,6042,0.972360146,48,,,
cosmosvaloper1mnjg9xhraxljrccyw9y6u22ws0fa5asa38nd2q,kjnodescom,0.1,143,133268,0.00048,1.77E+12,cosmosvaloper1my5hjhl3gv47jndnfhj6l726ppjtszza94l320,5967,6145,6049,0.970573649,11,,,
cosmosvaloper1z96p06tf6pqeca9gatv8h9hp83z2ng4l6erxj4,interchainFM,0.05,144,130212,0.000469,1.77E+12,cosmosvaloper13ql36flc4cdjhx08hke5vpr4dyv03aafnmvtnc,5969,6142,6048,0.971395503,73,,,
cosmosvaloper1pjmngrwcsatsuyy8m3qrunaun67sr9x7z5r2qs,Cypher Core,0.1,145,124495,0.000448,1.77E+12,cosmosvaloper1e0plfg475phrsvrlzw8gwppeva0zk5yg9fgg8c,5969,6144,6049,0.971069598,11,,,
cosmosvaloper1jxv0u20scum4trha72c7ltfgfqef6nsch7q6cu,Ping,0.05,146,122045,0.000439,1.77E+12,cosmosvaloper1ec3p6a75mqwkv33zt543n6cnxqwun37rr5xlqv,5970.5,6201.5,6051,0.961824492,73,,,
cosmosvaloper1xsgse9yump2j35nfut2tkwh7mdtca5llcgr79d,cosmos Af,0.1,147,118285,0.000426,1.77E+12,cosmosvaloper1xqz9pemz5e5zycaa89kys5aw6m8rhgsvw4328e,5976.5,6150,6045,0.971298594,11,,,
cosmosvaloper1ff0dw8kawsnxkrgj7p65kvw7jxxakyf8n583gx,Compass,0.1,148,117816,0.000424,1.77E+12,cosmosvaloper146kwpzhmleafmhtaxulfptyhnvwxzlvm87hwnm,5963,6126,6044.5,0.973033336,11,,,
cosmosvaloper1wwcp3ath738qcy3panwqxtva3w28kvqdjw5hee,BigBrainStaking,0.1,151,103261,0.000372,1.77E+12,cosmosvaloper1ff0dw8kawsnxkrgj7p65kvw7jxxakyf8n583gx,5971,6133,6052,0.973231989,11,,,
cosmosvaloper12dm2v5yk62k3em0lu7g5ddzrymy832r6vn46j3,Atlas Staking Autocompound rewards with REStake,0.05,152,101570,0.000366,1.77E+12,cosmosvaloper1xsgse9yump2j35nfut2tkwh7mdtca5llcgr79d,5961,6143,6045,0.969892473,73,,,
cosmosvaloper1xym2qygmr9vanpa0m7ndk3n0qxgey3ffzcyd5c,grantfish,1,153,100708,0.000363,1.77E+12,cosmosvaloper1v5y0tg0jllvxf5c3afml8s3awue0ymju89frut,5975,6151,6048,0.970899471,1,,,
cosmosvaloper1w3v6jtyk7y92rzv0k0jvkcwwt4xc0fta4acu07,SolidarityNode,0.05,154,100356,0.000361,1.77E+12,cosmosvaloper102ruvpv2srmunfffxavttxnhezln6fnc54at8c,5953.5,6115,6039,0.973257162,73,,,
cosmosvaloper1hdrlqvyjfy5sdrseecjrutyws9khtxxaux62l7,SmartNodes,0.06,156,93505,0.000337,1.77E+12,cosmosvaloper1jxv0u20scum4trha72c7ltfgfqef6nsch7q6cu,5969,6139,6047,0.971886886,71,,,
cosmosvaloper1x3mkgqpshvpq87d33ndsleu7gd7w47dl4ve0yy,CrowdControl,0.05,158,92532,0.000333,1.77E+12,cosmosvaloper1usvshtypjw57edkwxq3tagme665398f0hf4wuc,5974,6165,6059,0.968476646,73,,,
cosmosvaloper10e4vsut6suau8tk9m6dnrm0slgd6npe3jx5xpv,BHarvest,0.1,161,82388,0.000297,1.77E+12,cosmosvaloper1nkkdef4flw8s3jxnmdyqnr7rwgfpw2kv9lx0ug,5981,6145,6054.5,0.97291271,11,,,
cosmosvaloper102ruvpv2srmunfffxavttxnhezln6fnc54at8c,Ztakeorg,0.07,162,80420,0.00029,1.77E+12,cosmosvaloper1wdrypwex63geqswmcy5qynv4w3z3dyef2qmyna,5967,6150,6050,0.969752066,66,,,
cosmosvaloper1j0vaeh27t4rll7zhmarwcuq8xtrmvqhudrgcky,Chainflow,0.08,163,76919,0.000277,1.77E+12,cosmosvaloper13sduv92y3xdhy3rpmhakrc3v7t37e7ps9l0kpv,5971.5,6138,6041.5,0.972440619,54,,,
cosmosvaloper13x77yexvf6qexfjg9czp6jhpv7vpjdwwkyhe4p,blockscape,0.05,165,73981,0.000266,1.77E+12,cosmosvaloper1cc99d3xcukhedg4wcw53j7a9q68uza707vpfe7,5961,6139,6044.5,0.970551741,73,,,
cosmosvaloper1cc99d3xcukhedg4wcw53j7a9q68uza707vpfe7,dForce,0.05,166,62571,0.000225,1.77E+12,cosmosvaloper140e7u946a2nqqkvcnjpjm83d0ynsqem8dnp684,5972,6162,6053.5,0.968613199,73,,,
cosmosvaloper1et77usu8q2hargvyusl4qzryev8x8t9wwqkxfs,Stargaze,0.1,167,61557,0.000222,1.77E+12,cosmosvaloper1rcp29q3hpd246n6qak7jluqep4v006cdsc2kkl,5974,6130,6044,0.974189279,11,,,
cosmosvaloper140e7u946a2nqqkvcnjpjm83d0ynsqem8dnp684,Coinage x DAIC,0.05,168,59691,0.000215,1.77E+12,cosmosvaloper1j0vaeh27t4rll7zhmarwcuq8xtrmvqhudrgcky,5980,6147.5,6057.5,0.972348329,73,,,
cosmosvaloper1rtlg9jnlezwg83eep5zu25sfxndgud5awcaeqn,Xilodyne,0.05,169,57360,0.000207,1.77E+12,cosmosvaloper12dm2v5yk62k3em0lu7g5ddzrymy832r6vn46j3,5954.5,6136,6038,0.969940378,73,,,
cosmosvaloper1gn4ugadhkdwse6ayt7q8ekh0d0p2spw7duwlua,BackBone Labs Delegate for SOUL Claim Drop,0.07,171,55345,0.000199,1.77E+12,cosmosvaloper1rtlg9jnlezwg83eep5zu25sfxndgud5awcaeqn,5982,6139,6042.5,0.974017377,66,,,
cosmosvaloper1lktjhnzkpkz3ehrg8psvmwhafg56kfss3q3t8m,Umbrella,0.1,173,51265,0.000185,1.77E+12,cosmosvaloper1y3pjm65prcek6gn7n0k488r9f594ednuxuw25q,5818,6243,6096,0.930282152,11,,,
cosmosvaloper1lkujuk2004p3w42tgvuvqnsdmsq8u6jqkwf9wj,BitValidator,0.06,174,49045,0.000177,1.77E+12,cosmosvaloper1hdrlqvyjfy5sdrseecjrutyws9khtxxaux62l7,5979,6165,6055,0.969281585,71,,,
cosmosvaloper1rcp29q3hpd246n6qak7jluqep4v006cdsc2kkl,Skip,1,175,48910,0.000176,1.77E+12,cosmosvaloper1v2srqzaqku25pdndegz3flhez6umfehpaxjyzf,5959.5,6143.5,6041,0.969541467,1,,,
cosmosvaloper1v2srqzaqku25pdndegz3flhez6umfehpaxjyzf,CosmicNode,0.05,176,48064,0.000173,1.77E+12,cosmosvaloper1kn3wugetjuy4zetlq6wadchfhvu3x740ae6z6x,5960,6141,6049,0.970077699,73,,,
cosmosvaloper1kn3wugetjuy4zetlq6wadchfhvu3x740ae6z6x,Huobi,0.075,177,46437,0.000167,1.77E+12,cosmosvaloper14l0fp639yudfl46zauvv8rkzjgd4u0zk2aseys,5982,6131,6048,0.975363757,63,,,
cosmosvaloper1nkkdef4flw8s3jxnmdyqnr7rwgfpw2kv9lx0ug,Expedition by Life and Crypto,0.05,178,46006,0.000166,1.77E+12,cosmosvaloper1nxe3gnztx8wvayj260dp6yw7jg797m8up02h7z,5957,6127,6041,0.971858964,73,,,
cosmosvaloper1kgddca7qj96z0qcxr2c45z73cfl0c75p7f3s2e,ChainLayer,0.1,182,32455,0.000117,1.77E+12,cosmosvaloper1fqzqejwkk898fcslw4z4eeqjzesynvrdfr5hte,5981,6131.5,6043,0.975095151,11,,,
cosmosvaloper1nxe3gnztx8wvayj260dp6yw7jg797m8up02h7z,cosmos hub,0.05,184,30724,0.000111,1.77E+12,cosmosvaloper188l6kl0k9dujfd9y3la6w5ykvxzechd8a06z55,5979,6128,6042,0.975339292,73,,,
cosmosvaloper1ec3p6a75mqwkv33zt543n6cnxqwun37rr5xlqv,lunamint,0.15,185,29263,0.000105,1.77E+12,cosmosvaloper1000ya26q2cmh399q4c5aaacd9lmmdqp90kw2jn,5965.5,6147.5,6047,0.969902431,9,,,
cosmosvaloper1fqzqejwkk898fcslw4z4eeqjzesynvrdfr5hte,commercionetwork,0.09,186,25992,0.000094,1.77E+12,cosmosvaloper1rjujxmsdk3n7hj07q54huh4esf4v0ts8mezqam,5863,5942,5902.5,0.986615841,48,,,
cosmosvaloper19qv67gvevp4xw64kmhd6ff6ta2l2ywgfm74xtz,OWALLET,0.05,188,24919,0.00009,1.77E+12,cosmosvaloper1ta3zed9p4q2ynnpgrw7m63wqd9e4xg2p2842gc,5946,6154,6049,0.965614151,73,,,
cosmosvaloper1000ya26q2cmh399q4c5aaacd9lmmdqp90kw2jn,Staking Fund,0.1,193,19196,0.000069,1.77E+12,cosmosvaloper1uuj8c7d9rvevf7yjj6jdw0lvfxl6lquf2ftukz,5966.5,6124,6033,0.973893585,11,,,
cosmosvaloper188l6kl0k9dujfd9y3la6w5ykvxzechd8a06z55,Inter Blockchain Services,0.05,194,15710,0.000057,1.77E+12,cosmosvaloper1ul2me6vukg2vac2p6ltxmqlaa7jywdgt8q76ag,5966.5,6242,6077,0.954665131,73,,,
cosmosvaloper16qme5yxucnaj6snx35nmwze0wyxr8wfgqxsqfw,KEK,0.09,197,12572,0.000045,1.77E+12,cosmosvaloper19qv67gvevp4xw64kmhd6ff6ta2l2ywgfm74xtz,5949,6121.5,6024,0.971364542,48,,,
cosmosvaloper1ta3zed9p4q2ynnpgrw7m63wqd9e4xg2p2842gc,NexuSecurus,0.1,198,11195,0.00004,1.77E+12,cosmosvaloper17w8wc8y2jg2fjnkfxfw8z7a84qtuvyrgd89hm4,5976,6141,6055,0.972749794,11,,,
cosmosvaloper14l0fp639yudfl46zauvv8rkzjgd4u0zk2aseys,Atomic power node,1,199,11149,0.00004,1.77E+12,cosmosvaloper1s5kufhghcyqkpp0ps0w9kn3lmn9wp8g5lkk07e,3907,6047,6025,0.644813278,1,,,
cosmosvaloper1ul2me6vukg2vac2p6ltxmqlaa7jywdgt8q76ag,HyperblocksPro,0.05,201,6532,0.000024,1.77E+12,cosmosvaloper1ehlmvdvgkpfcx8f07l929udjerc9mtyhl07ynp,5973,6154,6046.5,0.970065327,73,,,
cosmosvaloper1uuj8c7d9rvevf7yjj6jdw0lvfxl6lquf2ftukz,Astrovault,0.08,201,4823,0.000017,1.77E+12,cosmosvaloper1tmwt5q22qqafyznjhhydn2u6kwpwn2r8unrdyn,5969,6155,6050,0.969256198,54,,,
cosmosvaloper1rjujxmsdk3n7hj07q54huh4esf4v0ts8mezqam,DELIGHT,0.05,201,2850,0.00001,1.77E+12,cosmosvaloper19ecn7ljwp6el2pc5lldyauwv05ufwut9mm38r5,5979.5,6147,6055,0.972336912,73,,,
cosmosvaloper1s5kufhghcyqkpp0ps0w9kn3lmn9wp8g5lkk07e,ITRocket,0.05,201,2203,0.000008,1.77E+12,cosmosvaloper1lkujuk2004p3w42tgvuvqnsdmsq8u6jqkwf9wj,5964,6117,6040.5,0.974670971,73,,,
cosmosvaloper1uutuwrwt3z2a5z8z3uasml3rftlpmu25aga5c6,DelegaNetworks,0.2,201,1942,0.000007,1.77E+12,cosmosvaloper16qme5yxucnaj6snx35nmwze0wyxr8wfgqxsqfw,5975,6145,6044,0.971872932,5,,,
cosmosvaloper1mykn77lkynl8fkwvl9tqg369u0zajzzcdhkptq,BlockPI,0.05,201,621,0.000002,1.77E+12,cosmosvaloper1uutuwrwt3z2a5z8z3uasml3rftlpmu25aga5c6,5957,6098,6021,0.976581963,73,,,
cosmosvaloper1grjl4vfsw4cq9vdvu2r4c8c6lzqnzrcl87hk46,Oleg,0.05,201,305,0.000001,1.77E+12,cosmosvaloper1grjl4vfsw4cq9vdvu2r4c8c6lzqnzrcl87hk46,5965.5,6099.5,6027,0.977766716,73,,,
cosmosvaloper1peu7wekuffy07ex0eejs43gepcqsux4xm4qqjh,VoidStake,0.05,201,56,0,1.77E+12,cosmosvaloper1mykn77lkynl8fkwvl9tqg369u0zajzzcdhkptq,5997,6146,6043.5,0.975345412,73,,,
