,address,moniker,commission,rank,token,votingPower,timestamp,a,validatorAddress,q1,q3,median,,
,osmovaloper1uxn3xw4xzyvu3xka0fr7krsfzyp8af3eyyurzh,S16 Research Ventures,0.05,101,245403,0.000922,1.76455E+12,165,osmovaloper10pt2rk73ksua9nee7c2x5le4yxqnczuefgae62,1020,1132,1063,,
O,osmovaloper1juczud9nep06t0khghvm643hf9usw45r3jxhxn,Kintsugi Nodes,0.05,101,233194,0.000876,1.76455E+12,175,osmovaloper1n3xtg6dpk8wvusank9s2h9j39l2taac88els9n,847,981,921,,
,osmovaloper1z0sh4s80u99l6y9d3vfy582p8jejeeu6tcucs2, block pane ,0.05,101,230282,0.000865,1.76455E+12,181,osmovaloper16rnhjchh7fgcm37c52vuqxhv0hvdsmls3f8aw9,808,808,808,,
O,osmovaloper1hk64xxqufcdyh627s29mruep8yfmxpuuclacer,Peregrine,0.05,101,173818,0.000653,1.76455E+12,,,,,,,
,osmovaloper1000ya26q2cmh399q4c5aaacd9lmmdqp9cwpvl4,Staking Fund  REDELEGATE,0.05,101,163723,0.000615,1.76455E+12,,,,,,,
,osmovaloper1ls4kmz5v7ytwcqmmchkex970565j8q3d5s6gdw,REDELEGATE IM SHUTTING HER DOWN,0.05,101,159335,0.000599,1.76455E+12,,,,,,,
,osmovaloper182d2cjt4al2qxkrgx2kp3v8rvm2jc50ft8wz57,Multiplex,0.05,101,146676,0.000551,1.76455E+12,,,,,,,
,osmovaloper1crg24mgm8l3qe7ej9l8t7tsttp40aaas4xmkhx,ushakov,0.05,101,146391,0.00055,1.76455E+12,,,,,,,
,osmovaloper1s33zct2zhhaf60x4a90cpe9yquw99jj0x8t08z,REDELEGATE,0.08,101,141830,0.000533,1.76455E+12,,,,,,,
,osmovaloper1969qjenvrjxrypynv36j9hjmlxrqgmy0xq3dg2,Nocturnal Labs deprecated,0.05,101,141404,0.000531,1.76455E+12,,,,,,,
,osmovaloper1qx6kgrla69wmz90tn379p4kaux5prdkucgvfuf,Hathor Node,0.05,101,134189,0.000504,1.76455E+12,,,,,,,
,osmovaloper13xfu3eeux3u80fxh9w4lpdg6fd34723cfgxnlv,Zenscape,0.05,101,130579,0.000491,1.76455E+12,,,,,,,
O,osmovaloper1ta3zed9p4q2ynnpgrw7m63wqd9e4xg2pal6v97,NexuSecurus,0.1,101,121116,0.000455,1.76455E+12,,,,,,,
,osmovaloper16vnsrhxsyamf4f4eln6g587qwwd39fte2m2ysc,Klub Staking,0.06,101,118044,0.000443,1.76455E+12,,,,,,,
O,osmovaloper13x4pynlp86prhcmtns742kgsgu7pjtzjz4a3nk,CryptoDungeon,0.05,101,111996,0.000421,1.76455E+12,,,,,,,
,osmovaloper14537vk6xr9qfptpw2090c589w7a8cm0e0wyv3u,Do Not Delegate,0.05,101,110298,0.000414,1.76455E+12,,,,,,,
,osmovaloper1x2e2pnenh0mmc99cnp7sukngnt8lc4saljavr3,Atomic Nodes,0.1,101,109944,0.000413,1.76455E+12,,,,,,,
,osmovaloper1ualhu3fjgg77g485gmyswkq3w0dp7gysdcdgw2,stakesystems  autocompound,0.05,101,105215,0.000395,1.76455E+12,,,,,,,
,osmovaloper1v5y0tg0jllvxf5c3afml8s3awue0ymjusax93d,ZKV,0.07,101,104091,0.000391,1.76455E+12,,,,,,,
,osmovaloper1kls9ca0h980sqfmt0497jj8kad3lcws6g08mld,Merkan,0.05,101,96116,0.000361,1.76455E+12,,,,,,,
,osmovaloper1pgl5usqpelz3a4c04g6t3yyvlrc9yseylmtcnt,Secure Secrets,0.05,101,88077,0.000331,1.76455E+12,,,,,,,
,osmovaloper1pz8wre7clpym5cz9ufpt6nvcayvspqqh7yw4y7,Beehive,0.05,101,82285,0.000309,1.76455E+12,,,,,,,
O,osmovaloper1yxg83zcuwfwvyagdzh3a8p45cgqxtrsg2segqf,SpectrumX,0.05,101,72658,0.000273,1.76455E+12,,,,,,,
O,osmovaloper1cwurrzatev9lfkn3ak6hh59t6yc0zy00rzp8yd,Coinage x DAIC,0.05,101,71233,0.000268,1.76455E+12,,,,,,,
,osmovaloper103s29j7dyc3utljce802m38p2kk89taj0r2hxa,commercionetwork,0.05,101,70255,0.000264,1.76455E+12,,,,,,,
,osmovaloper16x4vlh65q5yqa3ghyxs3d9f3mgdz8t2z20ap0r,NotionalVentures,0.05,101,69733,0.000262,1.76455E+12,,,,,,,
,osmovaloper1dvpxxkksf5hrhnycsgyyjnal79lp7gp3n59t0d,Chill Validation,0.05,101,69731,0.000262,1.76455E+12,,,,,,,
O,osmovaloper1u2wsa88eh738mk35a3cncgu7lc6cqf74jdl50x,NFTSwitchxyz  Delegate for SOUL Claim Drop,0.05,101,65314,0.000245,1.76455E+12,,,,,,,
O,osmovaloper1h6pv6eymyf40w0xjuuacj3vnu9lxwq8u0nm7uj,CroutonDigital,0.05,101,65226,0.000245,1.76455E+12,,,,,,,
,osmovaloper19j2hd230c3hw6ds843yu8akc0xgvdvyu4arf82,vidoinfo,0.05,101,64055,0.000241,1.76455E+12,,,,,,,
,osmovaloper1k5mws9tqgflx6rvhq6x0tnsdw0ddfkptwf3ch9,Levana  Powered by Cros Nest,0.05,101,62715,0.000236,1.76455E+12,,,,,,,
,osmovaloper1083svrca4t350mphfv9x45wq9asrs60c6rv0j5,Notional,0.05,101,62675,0.000235,1.76455E+12,,,,,,,
,osmovaloper1cqdhr7arcezmkhy32qzsqsjvq2rheuhxw9uq8w,Gelotto  Slash Protected,0.05,101,61630,0.000232,1.76455E+12,,,,,,,
,osmovaloper1fdratlcgy56etxd07n03vcfm20m4mff8qzn2p3,Ethereal Ventures,0.06,101,61506,0.000231,1.76455E+12,,,,,,,
,osmovaloper13x77yexvf6qexfjg9czp6jhpv7vpjdwwpuclc8,blockscape,0.05,101,60380,0.000227,1.76455E+12,,,,,,,
,osmovaloper1mmzazkl47l9e7aqrygp5kks9n30gcc730qlmwe,Kleomedes,0.05,101,59661,0.000224,1.76455E+12,,,,,,,
O,osmovaloper1d5ada26tcd24wltfakqkkdu3656k6n4chnyz8h,GATA HUB,0.05,101,50070,0.000188,1.76455E+12,,,,,,,
,osmovaloper106yua27d3dg4er6w2fkq68s5svd9hngu35nxqr,Moved to Oldcat  airdrop DHK every month Please redelgate,0.05,101,47985,0.00018,1.76455E+12,,,,,,,
,osmovaloper1sxx9mszve0gaedz5ld7qdkjkfv8z992a3z2szp,validatornetwork,0.05,101,44277,0.000166,1.76455E+12,,,,,,,
,osmovaloper1udp8gef365zcqhlxuepewrxuep9thjanuhxcaw,Astroquirks,0.05,101,40029,0.00015,1.76455E+12,,,,,,,
,osmovaloper1dnmz4yzv73lr3lmauuaa0wpwn8zm8s20lg3pg9,bryanlabs DECOMMISSIONED,0.1,101,37511,0.000141,1.76455E+12,,,,,,,
,osmovaloper1w4x44ek799hvg97x0mfwu6gg5dww2r8fdpqql4,SHUTTING DOWN AUDITone,0.05,101,37031,0.000139,1.76455E+12,,,,,,,
O,osmovaloper1j7euyj85fv2jugejrktj540emh9353ltnz0lvc,Komikuri,0.05,101,33306,0.000125,1.76455E+12,,,,,,,
,osmovaloper150722lyxdh25vhhwp89qxp3574lv4tx8j6u0ge,CrowdControl,0.05,101,32160,0.000121,1.76455E+12,,,,,,,
O,osmovaloper1mt33s7d3mdshunkt37tkugumq3uxfw2wcvrspk,DELIGHT,0.05,101,31559,0.000119,1.76455E+12,,,,,,,
O,osmovaloper1tm7wyp4wjqfa2txadfxnvmun65mqpz76dxh4du,SolidarityNode,0.05,101,28994,0.000109,1.76455E+12,,,,,,,
,osmovaloper19fec46jadzr4y6gd596kkf8sskm7eyq32kkwc7,Redelegate to AlphaNodes,0.05,101,27242,0.000102,1.76455E+12,,,,,,,
,osmovaloper12t3xdsjlkczucc3dznpvrll7n9lyt3mulhp7ue,binance staking,0.05,101,26825,0.000101,1.76455E+12,,,,,,,
,osmovaloper1japz8jxqcd7zlrcavd53l8vs2w6ukufrju7lyk,HFA X Defi Dojo,0.05,101,26259,0.000099,1.76455E+12,,,,,,,
,osmovaloper1t3v9clrvqeudph4gf9fthcn4csalahfuq3nhme,Quebec,0.05,101,24976,0.000094,1.76455E+12,,,,,,,
,osmovaloper17z6mxxmkk5vykq6m4c2vexqjs6eq0zqualtqu3,Bored Ape Server,0.05,101,21543,0.000081,1.76455E+12,,,,,,,
,osmovaloper14suzzfw7rkz7uke8w9lhttnvewku7sd06djndg,StakeThat  autorestake,0.05,101,21213,0.00008,1.76455E+12,,,,,,,
,osmovaloper1q6xc9x054z9y7ll7k740j2cvdsllsfhs5rxyaj,decomm,0.05,101,18505,0.00007,1.76455E+12,,,,,,,
O,osmovaloper10pt2rk73ksua9nee7c2x5le4yxqnczuefgae62,Blocks United,0.05,101,18216,0.000068,1.76455E+12,,,,,,,
,osmovaloper1c0hr48wkpfcmdljz0xjdxqak4a09ngs366wp8x,StakeRelax ,0.05,101,16133,0.000061,1.76455E+12,,,,,,,
,osmovaloper1fr62zx24gapdul0gze8lt3y9fmtt7h6mqq0amd,LikeCoin by Liker Land,0.05,101,16089,0.00006,1.76455E+12,,,,,,,
,osmovaloper102ruvpv2srmunfffxavttxnhezln6fncrdjd27,ztakeorg,0.07,101,15512,0.000058,1.76455E+12,,,,,,,
,osmovaloper14lzvt4gdwh2q4ymyjqma0p4j4aykpn92l4warr,reynisfjara,1,101,13474,0.000051,1.76455E+12,,,,,,,
,osmovaloper1273zsxhxd5dlgcr2zjf5x25275hjcp3udgkz9z,Coverlet,0.05,101,13114,0.000049,1.76455E+12,,,,,,,
,osmovaloper1cunqeg5ydl0zvg5jm748xpc90hsz4ufu2kqvgy,Somatic Labs,0.06942,101,11868,0.000045,1.76455E+12,,,,,,,
,osmovaloper1rcp29q3hpd246n6qak7jluqep4v006cd8q9sme,Polaris,1,101,11675,0.000044,1.76455E+12,,,,,,,
,osmovaloper1tv9wnreg9z5qlxyte8526n7p3tjasndede2kj9,decommissioned,0.2,101,11336,0.000043,1.76455E+12,,,,,,,
,osmovaloper1d4pn8f3q5dn0g4uwr2egh5mgzrnf7fhh53tuu4,,0.05,101,11264,0.000042,1.76455E+12,,,,,,,
O,osmovaloper1n3xtg6dpk8wvusank9s2h9j39l2taac88els9n,PoS Node,0.05,101,11175,0.000042,1.76455E+12,,,,,,,
,osmovaloper13eq5c99ym05jn02e78l8cac2fagzgdhh4294zk,Frog OSMO,1,101,8370,0.000031,1.76455E+12,,,,,,,
,osmovaloper1cm83xqns9sqhv9a8vd6fggt6mvuu8mmzszknae,NodesByGirls ,0.05,101,7448,0.000028,1.76455E+12,,,,,,,
,osmovaloper1cv4leeaavx5lu5n7jgrdklt76rgx2xtdnmvwnu,MrK,0.05,101,7007,0.000026,1.76455E+12,,,,,,,
,osmovaloper1vkfmegxrsveefn2wmudh7apxuzu2n77654ad62,Please redelegate  Decommissioning,0.05,101,6207,0.000023,1.76455E+12,,,,,,,
,osmovaloper15ft5d3dp9e9u4c3jxpxaqfmucnnrmgqtt454my, BK Stakehouse ,0.05,101,6154,0.000023,1.76455E+12,,,,,,,
O,osmovaloper16rnhjchh7fgcm37c52vuqxhv0hvdsmls3f8aw9,Stakeflow,0.07,101,5242,0.00002,1.76455E+12,,,,,,,
,osmovaloper1symf474wnypes2d3mecllqk6l26rwz8m720t3k,BlockHunters ,0.05,101,5066,0.000019,1.76455E+12,,,,,,,
,osmovaloper1zxavllftfx3a3y5ldfyze7jnu5uyuktsfx2jcc,MultiChain Ventures,0.05,101,4118,0.000015,1.76455E+12,,,,,,,
,osmovaloper14fpkylq7y7eenakv0h56yu8jh922p9uvyeugty,Dora Factory Closed,0.2,101,3819,0.000014,1.76455E+12,,,,,,,
,osmovaloper133va8vgy0ygfjmvzy64pgay5w6lg4239nagwnk,,0.05,101,3025,0.000011,1.76455E+12,,,,,,,
,osmovaloper13e2ale5hzxx2ca70eg50psd894hn7gkkn6w6ly,DEFUNCT,0.05,101,3000,0.000011,1.76455E+12,,,,,,,
,osmovaloper1vrw2c99yvu5t9gugzuj38w35vmhmazzgx7dckk,Valnodes  Carbon Neutral Staking,0.05,101,2937,0.000011,1.76455E+12,,,,,,,
,osmovaloper16gm3cvhluf9xfurkx9qgxq7pldvd479l0j6zms,SpacePotato,0.1,101,2825,0.000011,1.76455E+12,,,,,,,
,osmovaloper1zfcmwh56kmz4wqqg2t8pxrm228dx2c6hhzhtx7,DO NOT DELEGATE HERE,0.05,101,2539,0.00001,1.76455E+12,,,,,,,
,osmovaloper13nz2gn6u0967mlhnuvw2dvhh3l8gdg0k6fhvw3,Quasar ,0.05,101,2391,0.000009,1.76455E+12,,,,,,,
,osmovaloper1pfh243e50apq0zut00vyhd3sqek0jthc8wvxws,Bi23 Labs,1,101,2301,0.000009,1.76455E+12,,,,,,,
,osmovaloper18m4wkxw865cmxu7wv43pk9wgssw022kjyxz6wz,a41,0.05,101,2215,0.000008,1.76455E+12,,,,,,,
,osmovaloper179fv09z9lhsyduf5xkgyc3ytelljtddxst2c48,Blockpower,0.05,101,1910,0.000007,1.76455E+12,,,,,,,
,osmovaloper1vzcxcv9v4cymknqyj8a7qqp45apt7kyrvuwhxr,BasBlock,0.05,101,1543,0.000006,1.76455E+12,,,,,,,
,osmovaloper1z2q6gse6fafvdju6zvgx7r7sj6zjtg75xu6cg0,Earth shutting down pls redelegate ,0.07,101,1421,0.000005,1.76455E+12,,,,,,,
,osmovaloper1ltch7uamdats4lphq6r6gl8ftyzhwzgvlnd38v,Delicious,0.1,101,1396,0.000005,1.76455E+12,,,,,,,
,osmovaloper1h3rgv70cp2uapm5066l38u468udxkx3ecdpv04,treefrog,1,101,1351,0.000005,1.76455E+12,,,,,,,
,osmovaloper1s05va5d09xlq3et8mapsesqh6r5lqy7mp0pk6a,Wetez,0.1,101,1103,0.000004,1.76455E+12,,,,,,,
,osmovaloper1de7qx00pz2j6gn9k88ntxxylelkazfk3llxw6r,Cosmic Validator,0.05,101,1101,0.000004,1.76455E+12,,,,,,,
,osmovaloper13th3pfkmjqpdegvz9c569y0ashwmyp3cxypg6a,kooltek68,0.05,101,1045,0.000004,1.76455E+12,,,,,,,
,osmovaloper10valuxrrt5guceq5eu8tcf566vkegylksajxdk,Ubik Capital,0.05,101,1023,0.000004,1.76455E+12,,,,,,,
,osmovaloper1wke3ev9ja6rxsngld75r3vppcpet94xxwcmk4v,Cat Boss,0.05,101,925,0.000003,1.76455E+12,,,,,,,
,osmovaloper1epp52vecttkkvs3s84c9m8s2v2jrf7gtpx6pq0,KDF,1,101,849,0.000003,1.76455E+12,,,,,,,
,osmovaloper1lvf93n263wrl9dwautjyhcg32ltsvkgfp6qyjm,osmosis,0.09,101,795,0.000003,1.76455E+12,,,,,,,
,osmovaloper1gxlsy3jmt5aevkmlfh7rnnxrtqzqe4a65vr776,PLEASE REDELEGATE,0.05,101,792,0.000003,1.76455E+12,,,,,,,
,osmovaloper14syzusqsh8gp7evd0gcqxjjywljgdtdurn79r3, Stakepile,0.05,101,785,0.000003,1.76455E+12,,,,,,,
,osmovaloper1ldu6ew0cff400qmn0trkad38gx250zny45q9au, Consensus One,0.05,101,764,0.000003,1.76455E+12,,,,,,,
,osmovaloper1y43ue2slm002myeafmd5rndedgv4ltfumcnsjj,MediBloc,0.05,101,761,0.000003,1.76455E+12,,,,,,,
,osmovaloper1kx0gda86dlywg07083gn3dkulduuc0dr38ylk0,Thanosone  I am inevitable,0.05,101,730,0.000003,1.76455E+12,,,,,,,
,osmovaloper1evn0tlzgcdu9x79kfv6jvs5tk5kqkp3n6vfddj,DexTrac,0.1,101,723,0.000003,1.76455E+12,,,,,,,
,osmovaloper1f6taewxze2sxang7293dff6qju4r4uwg7znp6j,Inactive Validator,0.05,101,660,0.000002,1.76455E+12,,,,,,,
,osmovaloper1dgpzuja328gtv8pwvz5k8geqwpqxc35h69suf8,BR Labs,0.05,101,629,0.000002,1.76455E+12,,,,,,,
,osmovaloper1adm6z5krjhu527v8y9umvye9vf04efgya5f2wk,Four Moons,0.05,101,628,0.000002,1.76455E+12,,,,,,,
,osmovaloper1whdjuaspv2y3v02pjywncs7xmzpeudkfg9ukjw,mp20,0.05,101,628,0.000002,1.76455E+12,,,,,,,
,osmovaloper1uvl2g9nd8qttjjyxjs30x7fj878d3wt4y3y0jq,AstraVoyage,0.05,101,614,0.000002,1.76455E+12,,,,,,,
,osmovaloper1rmdzkje2eh34fgerdq75lwgzy44u43erqdnnh3,Stakyio,0.05,101,532,0.000002,1.76455E+12,,,,,,,
,osmovaloper1lw979at0ckctgf7d0tnuk8j0l83ntpa04yf6yn,Redelegate please,0.05,101,512,0.000002,1.76455E+12,,,,,,,
,osmovaloper1qjwtfqzpf0tw28fau943tnx8hqq4ag0hrc3lmc,ContributionDAO,0.05,101,500,0.000002,1.76455E+12,,,,,,,
,osmovaloper1s5a8syl89y8xjr30mcqmn8frqj29ldl89ue82a,VALIDARIOS,0.05,101,430,0.000002,1.76455E+12,,,,,,,
,osmovaloper1eprd0gn8s9y82kvyejggefqxkq4v7s54eal5r5,TR3B ASTRA,0.05,101,397,0.000001,1.76455E+12,,,,,,,
,osmovaloper1slwwlax7xgssa25a2upj0yvlz6qpsdelvwv4hy,Terra Nodes,0.05,101,393,0.000001,1.76455E+12,,,,,,,
,osmovaloper176yy5702epk59gaaqtgv567rdyv2gx36cjns7a,CosmoNibbleRedelegate please,0.05,101,368,0.000001,1.76455E+12,,,,,,,
,osmovaloper15smzx92y5ce92fqc8x079c7me9py3s09h0pva9,CommunityStaking,0.05,101,319,0.000001,1.76455E+12,,,,,,,
,osmovaloper13pgywr7hfp479rehs8fg2pnuakdue47g5nfchz,PUPMS,0.05,101,305,0.000001,1.76455E+12,,,,,,,
,osmovaloper1gw6z2kn7z7cg747czxq98yczcmauk29uzqfuw4,PLEASE REDELEGATE  Flipside,0.05,101,276,0.000001,1.76455E+12,,,,,,,
,osmovaloper1d5hmn9es40tlmdaljepz8xwxh83sypxclkmyyg,DeFi100iCosmosDAO ,0.05,101,258,0.000001,1.76455E+12,,,,,,,
,osmovaloper1ky4y6tckqal2m2sqf6nalmq546sta0s2ejme0d,SpotOnChainai,0.1,101,202,0.000001,1.76455E+12,,,,,,,
,osmovaloper1fhqe8f7ej77xnev0gvljkl2lm95hlzgd6pky70,Kalia Network,0.05,101,200,0.000001,1.76455E+12,,,,,,,
,osmovaloper17gt8ctjyaqcxt3435nahlacf227p3v77yv463l,OSMOSISDLINODESCOM,0.0777,101,200,0.000001,1.76455E+12,,,,,,,
,osmovaloper10l8mq9rm035n5ph96k9v7z3xhark5c6yx0j8w8,validatormoe,0.05,101,194,0.000001,1.76455E+12,,,,,,,
,osmovaloper16jn3383fn4v4vuuvgclr3q7rumeglw8kdq6e48,SOLAR Labs,0.1,101,188,0.000001,1.76455E+12,,,,,,,
,osmovaloper1wrkm99xhcqwq4v0q7lcf8wujvy6qjhenddxhp6,Blockwavelabs,0.05,101,182,0.000001,1.76455E+12,,,,,,,
,osmovaloper13sckm5ahl6p7a30hq9xaf2aeur0cw3dxnagumn,Analytic Dynamix,0.05,101,174,0.000001,1.76455E+12,,,,,,,
,osmovaloper1dpwecca283m0c20dmsfzztp4mma8h9ajxwvx52,samurai,0.05,101,162,0.000001,1.76455E+12,,,,,,,
,osmovaloper1kf57pzfwdx5v4cwyq6at0p62vchel9pwukjvud,coaction,0.05,101,160,0.000001,1.76455E+12,,,,,,,
,osmovaloper1vmkt6ysppk8m4rhlq78tpqyh429lhlsah4mn3y,Sunshine Validation solarpower,0.0693,101,160,0.000001,1.76455E+12,,,,,,,
,osmovaloper1gwmw0w4gul7885f9ce84ersp5thdnqceesr052,16psyche,0.05,101,142,0.000001,1.76455E+12,,,,,,,
,osmovaloper1l034wm5h2hktkdq75fd6p099kwzhljn7hxlx79,Androma DAO,0.05,101,127,0,1.76455E+12,,,,,,,
,osmovaloper1s0zwex6pxh3tzlvgwejparpfakh02r2atqln5e,Not enough token to be active please redelegate,0.05,101,115,0,1.76455E+12,,,,,,,
,osmovaloper1z424aqrtmletkpakgt67kl4fq68tewg22pz06a,Sr20de,0.05,101,104,0,1.76455E+12,,,,,,,
,osmovaloper1ff875h5plrnyumhm3cezn85dj4hzjzjqs972w3,Pickaxeit,0.05,101,100,0,1.76455E+12,,,,,,,
,osmovaloper1cc99d3xcukhedg4wcw53j7a9q68uza70f5w05c,dForce,0.05,101,94,0,1.76455E+12,,,,,,,
,osmovaloper1ukpah0340rx7k3x2njnavwyjv6pfpvn6xjz0gx,Jerrys Pool,0.05,101,92,0,1.76455E+12,,,,,,,
,osmovaloper1xgqr7pn80g6w398wzdmye3lu6wsgk32sw670ec,Inactive   Mercury,0.05,101,88,0,1.76455E+12,,,,,,,
,osmovaloper1qhsk23sgycvyrp0tey7slfhen5kxk0p8pp3qwy,StarCluster,0.1,101,86,0,1.76455E+12,,,,,,,
,osmovaloper1wtv0kp6ydt03edd8kyr5arr4f3yc52vpxy9qu6,kytzu,0.05,101,79,0,1.76455E+12,,,,,,,
,osmovaloper15xl8lrtz65dm7yqtnpntmmv7asl0jqk83qm5qf,Station8,0.05,101,65,0,1.76455E+12,,,,,,,
,osmovaloper1xm7rj9qzmgnggllrqhxpgdv5wzvtf6r6rs0y66,UniverseDAO,0.05,101,60,0,1.76455E+12,,,,,,,
,osmovaloper1n24z8k7w8lxej8xe7uvpn3qc654n43c05unug6,SolidStake,0.05,101,57,0,1.76455E+12,,,,,,,
,osmovaloper12p4k84atxs7h8jcltgg4637h7x0ynexm3lfswm,TienThuatToan,0.05,101,54,0,1.76455E+12,,,,,,,
,osmovaloper1ceurjtrgxf0hfd4r0hez6fenevazenfhym7s4q,Mandragora,0.05,101,48,0,1.76455E+12,,,,,,,
,osmovaloper13rfuft69m3swst4ay7rugdy6pqg2un3tm0tn4g,Zenith  REDELEGATE to Interbloc,0.05,101,45,0,1.76455E+12,,,,,,,
,osmovaloper1cyepvt5kayjzsa76ft98ud8mrpvh3acxv83pwv,deprecated,0.05,101,44,0,1.76455E+12,,,,,,,
,osmovaloper1s0lankh33kprer2l22nank5rvsuh9ksavlsh86,KingSuper,0.1,101,30,0,1.76455E+12,,,,,,,
,osmovaloper1nskmzc8cqf8m9vwrxvnggtw4vw9cwx54jtfmuj,REDELEGATE  Inactive,0.05,101,27,0,1.76455E+12,,,,,,,
,osmovaloper183psjr4y05kwtpfew073q6hm84xdhp9tcn8ne7,COSMSTAKE,0.05,101,24,0,1.76455E+12,,,,,,,
,osmovaloper1hpgcnnvh3n4gg32duxkn2gc8hzwf7nf95lule4,Eclipse,0.05,101,21,0,1.76455E+12,,,,,,,
,osmovaloper1ulxfhuawe8hah6808rcypflgl342cz89xxurhc,dualsystems,0.0587,101,19,0,1.76455E+12,,,,,,,
,osmovaloper1tmwt5q22qqafyznjhhydn2u6kwpwn2r8ttvtf4,Apeiron Nodes  1 Fee,0.05,101,17,0,1.76455E+12,,,,,,,
,osmovaloper1s5q5ty5qhnwtt3wvy65tlm7yz7ca2430yde7sq,edenTest,0.1,101,16,0,1.76455E+12,,,,,,,
,osmovaloper14g9r3rwutmpc80e8kqnnq8uvdcptdusc0nm3gc,Tuzem,0.05,101,14,0,1.76455E+12,,,,,,,
,osmovaloper1g239l2skjnz3dszek5s5npquza5gvypdma48gz,REDELEGATE  CLOSING 010723,0.05,101,14,0,1.76455E+12,,,,,,,
,osmovaloper1mwg6lt5eumhpnyx6gzwxaesj7lymyh8erj3xqq,hydrogen18,0.05,101,11,0,1.76455E+12,,,,,,,
,osmovaloper1adqkveahfnsx88r47zwtpfec6cwfu83jgpy6rz,SASSouth Atlantic Staking,0.05,101,11,0,1.76455E+12,,,,,,,
,osmovaloper1rjkttj9tc3xzn4fazvt7dgffzqfd5vd6vd98xq,Kitkat by EVIA,0.05,101,10,0,1.76455E+12,,,,,,,
,osmovaloper1dp978zq2ef5cc7fszjtvzlnqgccjtvnqxn6ymg,DexTrac,0.1,101,10,0,1.76455E+12,,,,,,,
,osmovaloper1drnr926hplptfa6u9wqw5ryz5dlrxv0erzkwcn,AIR DROP STATION,0.1,101,10,0,1.76455E+12,,,,,,,
,osmovaloper158shr4dsdmvpm60g8kz6d8ts7knxkmjtzfxde8,Gidorah,0.05,101,10,0,1.76455E+12,,,,,,,
,osmovaloper1uscp8q0pn6efwegy0hvgsngnq90vrmd59fgvle,Oasis,0.05,101,10,0,1.76455E+12,,,,,,,
,osmovaloper17sa3mpwsq7hpfzrgmzzrefyslwqsz8jnzkpppg,CosmosPug ,0.05,101,10,0,1.76455E+12,,,,,,,
,osmovaloper1fe2wte2cg0fl5w6vkslhru0qmqyvfe73szece5,eXion,0.05,101,8,0,1.76455E+12,,,,,,,
,osmovaloper1vcpryrtatk6c8z6tcyx9w45jsw56rvkqapgq6p,Twinstake,0.08,101,7,0,1.76455E+12,,,,,,,
,osmovaloper1z8wth6xqd0wuz5fmzapeyh7tp02f7rm4gcfz8d,Blockzilla  Staking ,0.05,101,6,0,1.76455E+12,,,,,,,
,osmovaloper1xxarc6are7zrmwvmmxkezaycepa6ttyn2gnysv,50 Validator,0.05,101,5,0,1.76455E+12,,,,,,,
,osmovaloper19fezsaqahsp9ysjqjklghw3cj02lsnwkrp5h3y,d3akashcloud,0.05,101,5,0,1.76455E+12,,,,,,,
,osmovaloper1v9zs755yujms23v653q5v6488cywequnsre77l,onboardingtest2,0.05,101,5,0,1.76455E+12,,,,,,,
,osmovaloper1yx3lkqy2zv4za3ymq2efwfwga4yl4xavpg9e8e,Nodeist,0.07,101,5,0,1.76455E+12,,,,,,,
,osmovaloper1s9e6deu9lpqs3vpyw6j49k870jc54uq46h4fqt,Stir,0.05,101,5,0,1.76455E+12,,,,,,,
,osmovaloper14k7rhl7atuha3peawjcysj3zdj7026acwzd6f9, The Chicken Coop  Homestead,0.05,101,5,0,1.76455E+12,,,,,,,
,osmovaloper1csd98hm0tp79a9x7ehv2gtluua83gff4y34f6a,SCVSecurity,0.05,101,5,0,1.76455E+12,,,,,,,
,osmovaloper1v0slxgd0cne8mets4ya3yx9cd6vdcvtuaytuf4,HBMETAONE,0.1,101,4,0,1.76455E+12,,,,,,,
,osmovaloper127cnkj4vny0yzd2jpwt80cya3zckd0vrdnlftq,Anther,0.05,101,4,0,1.76455E+12,,,,,,,
,osmovaloper1v69lzl909kje64k8vae24uytpxcnpxgug8dvqq,DO NOT DELEGATE HERE,0.05,101,3,0,1.76455E+12,,,,,,,
,osmovaloper1qyksxgv03ngylanwzh2mx6k768frgjc0em6800,stakebeast,0.05,101,3,0,1.76455E+12,,,,,,,
,osmovaloper1sz4vscgjuqqntt2pjs65u96mhy5tu5qwm8mug9,AnotherSoftware  ASVT Airdrops to delegators,0.05,101,3,0,1.76455E+12,,,,,,,
,osmovaloper19v9lwgzamp60h8wj73n9q3tqmkp7p0x4wfjh80,METAONE,0.2,101,3,0,1.76455E+12,,,,,,,
,osmovaloper1cru42kjcqcrdf6lgs8tesfqrvya35jzdy4ee26,DOUBLETOP,0.07,101,3,0,1.76455E+12,,,,,,,
,osmovaloper1m50ayxvcn2kp46f5j6jtx8m99t33mk9ad58f0a,skynodejs,0.05,101,3,0,1.76455E+12,,,,,,,
,osmovaloper16yg44hae44lcdexmmk7wpaphny0ahmqfvstt28,BadgerBite,0.05,101,2,0,1.76455E+12,,,,,,,
,osmovaloper1qe009rqk5jkvfma84a6dzsy3heuafrzdqyelvq,Dystopia Labs Validator ,0.05,101,2,0,1.76455E+12,,,,,,,
,osmovaloper1pn2qy65dt4j8u67k2ds69dwsm0n0qmn5zy4xhw,StakeTown,0.05,101,2,0,1.76455E+12,,,,,,,
