address,moniker,commission,rank,token,votingPower,timestamp,validatorAddress,q1,q3,median,safety,commissions,totalToken
terravaloper1kmgayukw7an8nthaj8qnh9cdwv7pp0rekpjefv,Uranus,0.2,123,511754,0.001441,1.76602E+12,terravaloper1kmgayukw7an8nthaj8qnh9cdwv7pp0rekpjefv,5779,5957,5857,0.969609015,1,
terravaloper14q4vvp2vtmfcaejx4qy8nw9autudx0zjt30r24,BlockFoundry,0.1999,124,509681,0.001435,1.76602E+12,terravaloper14q4vvp2vtmfcaejx4qy8nw9autudx0zjt30r24,5780,5960,5858,0.969272789,39,
terravaloper17utc33x2x8qxqxhynch45lfa8ecwhawjugsuw5,Noderunners,0.2,125,506990,0.001428,1.76602E+12,terravaloper17utc33x2x8qxqxhynch45lfa8ecwhawjugsuw5,5785,5973,5860,0.967918089,1,
terravaloper14ane45ue9c3v46gdxz4555jlph9zkw9ncxfw74,Chaos Protocol,0.2,127,493263,0.001389,1.76602E+12,terravaloper14ane45ue9c3v46gdxz4555jlph9zkw9ncxfw74,5783,5965.5,5861,0.968861969,1,
terravaloper1s0wcr80ud0xd5zwkwg7wkue4wegmtae2tsxsg2,Lunatic Validator,0.2,127,504059,0.00142,1.76602E+12,terravaloper1s0wcr80ud0xd5zwkwg7wkue4wegmtae2tsxsg2,5786,5965.5,5863,0.969384274,1,
terravaloper1k4ef8m95t7eq522evmmuzvfkpla04pezmu4j7k,Bit Cat,0.05,127,338605,0.000954,1.76602E+12,terravaloper1k4ef8m95t7eq522evmmuzvfkpla04pezmu4j7k,5784.5,5964,5861,0.969373827,91,
terravaloper1r98p8xdrn68fxslfv3fey5sfuqfs8tuth0m67l,PigCash,0.2,127,482985,0.00136,1.76602E+12,terravaloper1r98p8xdrn68fxslfv3fey5sfuqfs8tuth0m67l,5784,5961,5861,0.969800375,1,
terravaloper1dssjvxrvf06mw34jj965c5ca3a45my9yz5dgk8,LegendX,0.2,127,452509,0.001274,1.76602E+12,terravaloper1dssjvxrvf06mw34jj965c5ca3a45my9yz5dgk8,5786,5962,5859,0.969960744,1,
terravaloper1mnfavz2tcq6shdfph5azt7gwt6va2s6weqdnkq,BIG Labs,0.05,127,485032,0.001366,1.76602E+12,terravaloper1mnfavz2tcq6shdfph5azt7gwt6va2s6weqdnkq,5793,5980,5871,0.968148527,91,
terravaloper1zq2zstc4f6n7xcr343f9dgqun3dd07kycefdfr,Crypto Plant,0.2,127,416443,0.001173,1.76602E+12,terravaloper1zq2zstc4f6n7xcr343f9dgqun3dd07kycefdfr,5788,5970,5860,0.96894198,1,
terravaloper1pqxfwenlg3pjsl8zfsyu5lrln7x2cgh5w49uxp,Robo Staking,0.05,127,347587,0.000979,1.76602E+12,terravaloper1pqxfwenlg3pjsl8zfsyu5lrln7x2cgh5w49uxp,5788,5970.5,5861,0.968861969,91,
terravaloper1arm3fzjp7qv8e5gyhraeykcpjte6wh562yre97,Long Live Luna,0.2,127,456805,0.001287,1.76602E+12,terravaloper1arm3fzjp7qv8e5gyhraeykcpjte6wh562yre97,5787,5964,5860,0.969795222,1,
terravaloper1chzrxuuajgp4huaanpwuz63xtc2wyq3mfzpk5f,Goliath,0.2,127,502650,0.001416,1.76602E+12,terravaloper1chzrxuuajgp4huaanpwuz63xtc2wyq3mfzpk5f,5780,5948,5854,0.971301674,1,
terravaloper1swfpsl9ctturq2dgmngmtdyhdtsjny4z0j9fjv,Ophir DAO City of Gold,0.05,127,323465,0.000911,1.76602E+12,terravaloper1swfpsl9ctturq2dgmngmtdyhdtsjny4z0j9fjv,5797,5965.5,5868,0.971284935,91,
terravaloper145celszsx43p8rumldtp6qjqrj07ysmsfyfe4t,Cosmos Spaces,0.1,127,3691,0.00001,1.76602E+12,terravaloper145celszsx43p8rumldtp6qjqrj07ysmsfyfe4t,5800,5996,5879.5,0.966663832,43,
terravaloper1zan8943qgnkdnrxcpg3krhagpsll7acdpr7kqj,VegasNode,0.05,127,20995,0.000059,1.76602E+12,terravaloper1zan8943qgnkdnrxcpg3krhagpsll7acdpr7kqj,5768.5,5950.5,5871,0.96900017,91,
terravaloper1jrzpm3mrq96q72tqmvywpr4wtnrgwywaac6jkk,0100 cashback,0.05,127,6647,0.000019,1.76602E+12,terravaloper1jrzpm3mrq96q72tqmvywpr4wtnrgwywaac6jkk,5795,5955,5883,0.972802992,91,
terravaloper18kele3jy20uu8ezm8ylcp9tcsqhaup0rt25uu5,StakeMachine,0.1,127,500458,0.001409,1.76602E+12,terravaloper18kele3jy20uu8ezm8ylcp9tcsqhaup0rt25uu5,5794,5974.5,5864,0.969218963,43,
terravaloper1dlfuk6z3f37rn0srs3r2tea7kzcj6aqr6k5vzr,Shutting down please redelegate,0.05,127,40563,0.000114,1.76602E+12,terravaloper1dlfuk6z3f37rn0srs3r2tea7kzcj6aqr6k5vzr,5793.5,5979,5880,0.968452381,91,
